Industry_Name,Number_of_firms,Book_Debt_to_Capital,Market_Debt_to_Capital_Unadjusted_,Market_D_E_unadjusted_,Market_Debt_to_Capital_adjusted_for_leases_,Market_D_E_adjusted_for_leases_,Interest_Coverage_Ratio,Debt_to_EBITDA,Effective_tax_rate,Institutional_Holdings,Std_dev_in_Stock_Prices,EBITDA_EV,Net_PP_E_Total_Assets,Capital_Spending_Total_Assets
Shipbuilding & Marine,56,0.24976193261138935,0.3161868374307778,0.46238776136276877,0.31802892963142254,0.46633786013758755,9.39587947057906,1.1606407751889822,0.15601630907289163,0.08156822222222222,0.24080266294198543,0.21129510544795949,0.3963885235758475,0.04148839775097613
Shoe,21,0.18061615462208996,0.13289703005549683,0.15326556898311924,0.1329104090232297,0.1532833635720469,4.869266039466087,1.7578184554057423,0.09510783456650382,0.091470625,0.3921354976207287,0.06974726719223698,0.2016559211428795,0.032594309118344475
Software (Entertainment),33,0.2958258423126823,0.11888716784016645,0.13492842630465784,0.1188886748266883,0.134930367400854,10.670846877673227,3.385609428061681,0.09604404051225073,0.07378392857142857,0.4696202053064469,0.05088596941819863,0.06447417576883911,0.018841914438861726
Software (Internet),19,0.39668496457881974,0.20085297388992304,0.2513341942440726,0.2007372420380394,0.25115300323750744,3.151215402801744,5.867571557450831,0.05932189510201713,0.09626111111111109,0.3399832570802881,0.036670075079831395,0.3280340656089928,0.05114844281139879
Software (System & Application),189,0.1391551600336737,0.04131507508184848,0.04309557186932483,0.04106545109925495,0.04282403960346353,-2.3759776832218082,55.94073528214831,0.043124768127514174,0.11699786127167622,0.39634987043585945,-0.0016087792141791283,0.08953541356994812,0.033881170549150755
Steel,111,0.3489005376689589,0.3724494723977155,0.5934971863074562,0.3722636525331501,0.5930254859948332,1.9080310841014896,3.707662391673252,0.10330382206129463,0.08444368932038834,0.2652892299092005,0.0985013309661381,0.48952530422082224,0.045791478647943494
Telecom (Wireless),8,0.08544920680648153,0.09413679853784666,0.10391944212536783,0.09413679853784666,0.10391944212536783,31.54526901068739,0.3905730646807756,0.17499610651364547,0.08693333333333335,0.3320147995174,0.2671562049930394,0.4837143198801213,0.09408338152452063
Telecom. Equipment,125,0.269109359798617,0.11559207148920717,0.13069994938178184,0.1150440244147569,0.1299997147752751,3.4514044550496843,3.9386220459817025,0.047588468434248056,0.0884898230088496,0.34241614692948186,0.029990568002791543,0.13664167454125004,0.03235071580166208
Telecom. Services,16,0.21456690027413358,0.2479300408726147,0.3296635344407107,0.2483769777758483,0.33045419103963586,7.428923539426835,1.0506716820026494,0.09063291268581661,0.08072466666666667,0.2636929287418906,0.25339976948984666,0.5783501146963234,0.09541477081117539
Tobacco,2,0.020373622864441956,0.011026997130906702,0.011149947570779447,0.011172629286394268,0.011298867342568937,55.989395034948174,0.15849992383961622,0.12309247257095132,0.03565,0.3262013522125299,0.04877435325800107,0.26444699579027936,0.008419441255262151
Transportation,141,0.42778191391795906,0.34101295887532357,0.5174805232790699,0.33985207359555164,0.5148119989508787,2.9413394958959325,5.068468852675739,0.15081001714884945,0.07734400000000004,0.273673951316888,0.07068619726057881,0.18523715156059017,0.0404985821593462
Transportation (Railroads),10,0.22013822414519282,0.21609061045921624,0.2756576376586109,0.21611788770309723,0.27570202752788486,6.003523310919782,3.4987988030696484,0.22385697100938312,0.08672,0.24759023849803782,0.08331169244932538,0.5403108744884709,0.03367248768022774
Trucking,7,0.48724973042287173,0.3101049820083837,0.4494958999865573,0.3101410340589786,0.44957165068648786,1.5317920026328777,9.527015466775248,0.1395056556346879,0.04899571428571428,0.43909065728966656,0.043869997151005764,0.23899846801991576,0.029265607047108386
Utility (General),4,0.3167623710278877,0.43919304700881806,0.7831447963800904,0.43919304700881806,0.7831447963800904,0.3542687193841848,11.47398340971054,0.15441704512519902,0.0297,0.26327809442587036,0.03588473168421437,0.25067385444743934,0.039692522711390635
Utility (Water),38,0.5265917464085256,0.5846588126775204,1.4076591258539906,0.5846588261228663,1.4076592037942772,2.656591686031444,6.931059555714573,0.16414461722004448,0.08520029411764705,0.21873277774802272,0.09344242372528302,0.18582701413076158,0.034669621275054116
Total Market,7504,0.5005927100430999,0.47190750920325075,0.8936076869626938,0.47185597302311644,0.8934229091334005,3.831316217726519,9.766137930778704,0.09923433865988825,0.09114201176106461,0.3209037325949247,0.05571634243709551,0.07956257821085148,0.012270146046701732
Total Market (without financials),7161,0.39868722856966904,0.3200748623582168,0.47075015268349657,0.3199733732516468,0.47053065375049546,3.786404405276719,4.487307775616095,0.0996397852701986,0.09083991774810211,0.3211951486316037,0.07827944004431274,0.23388036021326267,0.03597687947798645
